layer_height,wall_thickness,infill_density,infill_pattern,nozzle_temperature,bed_temperature,print_speed,material,fan_speed,roughness,tension_strength,elongation,sensor1_raw_mean,sensor1_raw_max,sensor1_raw_min,sensor1_raw_std,sensor2_raw_mean,sensor2_raw_max,sensor2_raw_min,sensor2_raw_std,sensor3_raw_mean,sensor3_raw_max,sensor3_raw_min,sensor3_raw_std,sensor4_raw_mean,sensor4_raw_max,sensor4_raw_min,sensor4_raw_std,sensor5_raw_mean,sensor5_raw_max,sensor5_raw_min,sensor5_raw_std
0.06,10,79,honeycomb,208,75,40,pla,50,87,20,1.2,528.2560429,529,528,0.784537506,536.924746,538,538,0.127438318,542.043994,543,541,0.114005319,551.7713897,554,550,0.148823447,546.7134879,547,546,0.1203416
0.09,9,60,honeycomb,206,60,60,pla,0,33,33,2.6,529.6916816,529,530,0.327692104,538.1458456,538,538,0.226425563,544.9323733,543,545,0.126409574,551.8067148,551,554,0.571633152,549.9849942,547,550,0.20650932
0.16,10,86,honeycomb,202,65,40,pla,25,42,27,3.2,528.2365835,529,528,0.173228965,536.9270499,538,538,0.258064758,542.1391843,544,541,0.146299924,550.6270249,551,551,0.126489736,546.6633616,547,547,0.27755293
0.13,4,77,honeycomb,217,80,60,pla,100,200,12,2.1,529.4581205,529,530,0.68221982,537.894652,538,538,0.563354701,544.9238897,545,544,0.662136549,552.5185226,551,554,0.244634765,549.569944,548,551,0.579024359
0.05,7,87,grid,239,80,40,abs,100,207,8,0.8,528.8100155,529,529,0.969983957,537.2316833,538,536,0.174859213,543.2763134,543,542,0.130348548,551.0988386,551,551,0.169948674,548.2229838,547,548,0.473034208
0.09,9,51,honeycomb,219,75,60,abs,50,252,11,0.6,531.7141095,546,530,0.340767544,538.7948942,539,538,0.344901816,546.6653195,553,545,0.446824642,554.9369837,563,554,1.931915113,551.9050425,564,551,1.65037889
0.12,7,57,grid,229,70,60,abs,75,238,18,1.9,528.4127816,532,529,1.404586436,537.0717477,538,538,0.353852552,543.0834912,544,544,1.11121595,551.9359014,552,552,0.157047957,547.6025074,547,548,1.285960636
0.15,9,88,honeycomb,203,60,60,pla,0,164,35,3.3,528.41492,529,529,0.295872866,537.22638,538,536,0.241949901,543.3063883,546,544,0.537676405,551.3769602,551,552,0.209899224,547.8524543,547,548,0.56986356
0.05,10,85,grid,224,70,120,pla,50,53,23,1.3,529.5399089,529,529,1.264603152,537.5702196,538,537,0.154750427,544.2241186,544,544,0.139813559,552.9350331,552,552,0.343325583,549.090109,548,549,0.514321644
0.06,8,85,honeycomb,203,75,120,pla,25,65,16,2.3,529.1809847,542,530,2.235892956,537.6470276,539,538,0.917669186,544.8410701,551,544,0.998993131,552.9696861,554,554,0.903131645,549.373446,550,551,1.374182234
0.12,9,53,grid,230,80,120,abs,100,368,9,0.5,531.503492,532,528,1.095880385,538.0075941,538,536,0.190716132,545.0153906,544,544,0.389154904,555.072405,564,552,0.344483979,550.2874751,558,548,0.958373087
0.17,10,67,honeycomb,205,65,60,pla,25,303,31,3.2,528.3929441,529,529,1.251973585,537.2093263,538,536,0.259490311,543.3901501,545,546,0.814325743,552.0331267,553,554,0.179612535,547.7249879,547,550,0.833716267
0.07,10,31,honeycomb,204,60,40,pla,25,60,32,2.8,528.9427776,530,528,1.727218978,537.400553,538,538,0.325793132,543.6848853,544,542,0.266681097,552.8451806,557,551,0.177986068,548.4519034,550,547,0.172801218
0.14,7,49,honeycomb,221,65,40,abs,25,154,29,2.5,528.3592846,529,530,0.197285225,537.1635118,538,538,0.27573606,543.1994104,543,546,0.177185036,552.4040427,551,554,0.251642986,547.7076821,547,550,0.324504349
0.05,10,10,grid,245,80,60,abs,100,186,7,0.7,533.7686361,531,532,1.126789976,539.7989671,538,536,0.215066879,547.4831062,546,546,0.197251409,555.8427438,555,556,0.196165092,553.4384004,553,552,0.616328378
0.05,9,86,grid,210,70,60,pla,75,123,12,0.7,528.2444169,530,528,1.042073025,536.9088844,538,539,0.23435363,541.9701524,543,541,0.288513036,550.7970774,551,550,0.18098489,546.6253896,547,546,0.606100147
0.04,10,90,honeycomb,217,70,120,pla,75,51,32,2.1,529.0629375,529,528,0.697696366,537.2585857,538,536,0.130891158,543.0078468,543,542,0.125077482,551.1951989,551,550,0.258183887,548.2184329,548,546,0.337807458
0.19,10,83,honeycomb,224,80,60,pla,100,293,17,1.4,532.0433564,537,529,0.848876999,538.8645338,538,538,0.258577988,546.3256979,546,545,0.414763116,555.9458656,565,553,0.151909439,551.4552166,560,549,1.232786002
0.1,7,25,honeycomb,211,80,40,pla,50,213,12,2.6,528.2413842,529,528,0.191449079,536.9298265,538,538,0.179587307,542.1762104,543,543,0.315167936,550.9491487,551,551,0.293540173,546.7350391,547,547,0.187261462
0.07,10,61,honeycomb,208,70,40,pla,50,40,25,2.1,528.5440033,529,528,0.242426725,537.2328761,538,538,0.11511267,542.7176406,543,541,0.114021145,551.300896,551,550,0.180968968,547.8158863,547,546,0.118454123
0.13,4,69,honeycomb,206,65,40,pla,25,261,14,1.5,532.5710645,533,531,0.797815009,538.8350057,538,538,0.293149644,546.7898073,544,545,0.912203586,556.4878235,555,554,0.401157334,552.3124659,548,550,0.850410089
0.07,9,32,grid,224,70,60,abs,75,138,24,2.0,529.3361257,529,528,1.472063678,537.3445677,538,536,0.422253752,543.6788911,544,542,1.194017716,552.3704084,555,551,0.473431723,548.7224565,551,547,0.946616531
0.07,8,84,grid,223,80,60,abs,100,114,10,0.7,529.4578594,533,533,0.718243305,538.1014363,539,536,0.173449831,545.9547416,551,546,0.193856904,556.0746925,556,556,0.792122241,550.5801214,547,552,1.464671489
0.04,7,80,honeycomb,207,65,40,pla,25,76,30,3.1,528.9192393,529,528,0.863302689,537.6026499,538,536,0.671576375,543.9975663,544,542,1.763927511,551.4379579,553,551,1.140962371,548.983688,556,547,1.01265829
0.16,10,63,honeycomb,206,75,60,pla,75,100,30,2.7,528.8489984,529,529,0.295388381,537.4060775,538,538,0.180115115,543.6279384,544,544,0.238173579,553.4076449,555,552,0.288638539,548.2979802,548,549,0.131445063
0.02,8,78,grid,226,70,40,abs,50,25,18,2.1,528.2403704,529,528,0.278028697,536.9160629,538,539,0.111309271,541.9895393,543,542,0.211673194,550.5700739,551,550,0.303961756,546.6761105,547,547,0.1372644
0.12,9,65,honeycomb,208,65,40,pla,0,41,24,3.1,528.3185618,530,530,0.350309967,537.2794744,538,538,0.325693995,543.5934439,550,544,0.224910977,551.3949599,552,554,0.468337878,547.8212454,548,550,0.378332486
0.03,10,20,honeycomb,205,70,40,pla,100,50,13,1.0,528.5623399,529,528,0.227066921,537.0022577,538,536,0.110077904,542.2827882,543,541,0.117348703,551.1219781,551,550,0.11629882,547.2726052,547,546,0.116761916
0.18,8,31,grid,213,80,40,pla,100,264,23,1.4,528.5489583,530,529,0.149803362,537.2430309,538,538,0.12735411,543.3216071,543,542,0.114048298,553.6135205,555,551,0.112551261,547.8320278,547,548,0.200309094
0.15,6,71,honeycomb,231,70,60,abs,25,299,10,2.2,530.3754351,534,531,2.084161655,538.8364037,539,538,0.393066104,546.4970346,552,546,0.466575775,552.4878825,552,556,0.437258051,551.328592,557,552,1.364462357
0.12,10,70,grid,208,80,40,pla,75,333,14,2.1,528.2662058,529,529,0.462134289,536.9541431,538,536,0.170920488,542.4254982,544,544,0.589538187,550.9517643,551,552,0.249455742,546.9135052,547,548,0.268964271
0.1,8,50,grid,204,65,120,abs,50,140,17,1.4,533.5226463,530,530,0.957287853,539.4780091,538,537,0.489967608,547.0227125,546,543,0.896064494,555.9281577,560,552,0.836400945,553.1550546,561,549,0.830432009
0.05,10,61,honeycomb,201,70,40,pla,75,52,28,2.0,530.2746049,530,528,1.930681223,537.4812635,538,536,0.170673705,543.446402,543,541,0.122761922,552.4396176,556,550,0.16523578,548.9103036,556,546,0.245958166
0.15,10,77,grid,232,60,60,pla,0,114,37,3.2,528.3295406,529,530,0.283082221,537.3210512,538,538,0.548416443,543.4968336,545,545,0.120040975,552.444907,552,554,0.479313245,548.082122,547,550,0.139903489
0.19,9,48,grid,206,70,40,abs,25,243,23,2.8,530.5724425,529,530,0.184659757,538.3451811,538,538,0.275881405,545.5228695,545,545,0.18454934,555.0082183,558,553,0.167806596,550.1743097,550,550,0.172510106
0.15,7,15,grid,210,80,60,pla,50,105,11,1.8,531.0295177,535,530,2.562289747,538.6277821,539,538,0.95212936,546.2303139,549,546,1.132358873,557.3997102,569,555,0.38227205,551.2826682,558,551,1.378764375
0.19,8,76,grid,201,65,40,pla,25,283,35,2.6,533.1711856,539,533,0.241255731,540.2475314,539,538,0.508070473,548.2165031,553,547,0.703355189,559.0449997,569,556,1.430957449,553.8206354,557,552,0.427490781
0.15,9,86,grid,208,75,60,pla,50,368,20,0.7,529.7082976,529,531,0.202185125,538.0534138,538,539,0.414702548,544.9388711,544,545,0.166726367,553.0917646,551,554,0.222918533,550.1132468,547,550,0.244319634
0.03,9,82,grid,209,60,60,pla,50,127,20,1.4,528.2804081,529,528,0.972458587,536.9405758,538,536,0.162400524,542.1648492,543,541,0.12273693,550.8003665,551,550,0.121719364,546.870677,547,546,0.415813624
0.09,8,86,honeycomb,203,60,40,abs,0,54,27,3.1,529.1713697,530,529,2.443365827,537.7269143,538,539,0.4203866,544.7672426,548,543,1.003670485,554.5311422,563,552,0.940481237,549.4071553,554,548,0.592432145
0.05,7,51,honeycomb,219,75,60,abs,25,240,8,0.9,533.7008226,529,530,1.04642773,539.3081744,538,536,0.115482006,546.5957401,544,543,0.122728913,554.6365161,553,553,0.32062405,552.5177524,553,549,0.264373774
0.15,8,85,honeycomb,242,70,40,abs,100,292,23,1.5,528.6412901,530,531,0.569152383,537.4742278,538,538,0.382082738,544.3323306,547,546,0.294170088,551.4313258,551,556,0.179662207,548.6905223,547,552,0.230271988
0.17,8,84,honeycomb,206,80,40,pla,75,301,11,2.2,530.2039266,533,529,0.217200849,538.4535573,538,537,0.168404726,545.7471744,546,544,0.364367413,553.9354961,557,554,0.381203686,550.424211,552,551,1.097384954
0.08,9,85,honeycomb,244,75,60,pla,100,118,11,0.9,528.2583501,532,528,0.651924621,536.9515973,538,539,0.318480922,542.290879,544,541,0.156396765,550.6155751,551,550,0.161249609,546.9012104,547,547,0.943971961
0.12,9,35,honeycomb,220,80,40,pla,100,174,27,2.9,528.2397158,529,528,0.136661796,536.9255376,538,539,0.115973362,542.0719739,543,542,0.136212931,550.9569019,551,550,0.112459796,546.7174374,547,546,0.116496056
0.18,8,59,grid,203,70,120,pla,50,239,26,2.7,528.9556489,534,530,0.846804913,537.7516912,539,538,1.048605904,544.811236,547,545,0.711120583,553.9114327,554,555,0.220209805,549.2100138,548,551,1.038953769
0.19,10,19,grid,221,80,60,abs,100,343,33,0.9,533.9444597,536,531,0.642861089,539.8138718,539,539,1.413131049,547.7790557,549,546,0.853949432,557.1464907,566,556,0.846986705,553.4953096,563,552,1.083665638
0.14,8,35,honeycomb,203,60,40,pla,0,126,23,2.3,529.7982509,529,530,0.370774698,538.0155771,538,536,0.161463485,545.0006991,544,546,0.131460834,554.8587984,554,555,0.396443992,549.8181537,547,551,0.407510942
0.11,10,27,honeycomb,214,75,60,pla,25,119,19,1.7,529.0736015,529,529,0.502084074,537.4411304,538,538,0.214588646,543.8988427,544,545,0.385681456,552.1508292,552,552,0.264332223,548.5549087,548,548,0.208068261
0.06,10,61,honeycomb,212,75,40,abs,50,143,7,1.0,528.2562652,529,528,0.787888934,536.9128477,538,536,0.142943207,541.9451736,543,541,0.217797547,550.6221081,551,550,0.49450882,546.6595913,547,546,0.459973892
0.04,9,40,grid,250,80,60,abs,100,239,5,0.5,530.7776879,531,528,1.236709562,538.078345,538,539,0.159085527,544.8545887,544,542,0.129668438,553.732513,558,552,0.242735358,550.2905941,555,548,0.834203789
0.03,8,90,grid,232,70,40,pla,75,32,12,0.8,528.2443067,529,528,0.391802618,536.9102946,538,539,0.128357433,541.9235171,543,541,0.121161146,550.5426339,551,550,0.332656483,546.6388794,547,546,0.34087787
0.05,9,88,honeycomb,218,70,40,abs,25,80,25,1.8,528.2345129,529,528,0.469807664,536.9038903,538,536,0.354931827,541.8380412,543,541,0.253385322,550.5371146,551,550,0.381541087,546.5178282,547,546,0.2271094
0.16,3,22,grid,218,75,40,abs,25,57,17,3.2,528.2364845,529,529,0.134422374,536.9335793,538,538,0.660712513,542.1651942,545,544,1.309718519,550.8570341,551,552,0.125184485,546.6985792,547,548,0.241687905
0.13,10,68,grid,226,70,40,pla,50,112,30,2.0,529.7959076,535,529,2.317779126,537.9454667,539,538,0.563336515,544.7166982,547,543,0.705662151,554.9508585,567,553,1.036894161,549.895079,560,549,0.518315613
0.03,10,31,grid,200,75,60,pla,50,27,27,3.1,529.6230224,529,529,1.291441658,537.7256735,538,536,0.312903423,544.4600568,544,543,1.212839573,553.0273806,555,551,0.40953701,549.4581083,552,548,0.813336378
0.02,10,19,honeycomb,203,75,40,abs,75,24,13,0.6,528.3081106,529,528,1.446231199,536.9127791,538,536,0.111074713,541.9493588,543,541,0.127616233,551.2797499,551,550,0.257348339,546.7928075,547,546,0.116832615
0.08,10,87,honeycomb,209,70,60,pla,75,102,21,2.3,528.6997387,529,529,1.117740581,537.2150569,538,536,0.181937193,543.3075156,543,542,0.27450158,551.2463266,551,551,0.256955927,548.1010816,547,547,0.646134443
0.13,8,60,honeycomb,240,70,40,abs,75,105,18,2.2,530.2032746,531,529,1.458734524,538.3650579,538,538,0.565561182,545.3214926,546,544,0.387884757,553.6771005,557,554,0.305565646,550.4891933,554,550,1.459033104
0.19,9,90,honeycomb,212,80,40,pla,100,281,31,2.9,531.2967108,541,531,0.437350297,539.6290294,539,538,0.834609143,547.1961092,547,546,0.28287294,555.2575863,555,556,0.30813151,552.1807006,551,552,0.677088207
0.08,7,34,honeycomb,243,80,40,abs,100,57,10,1.9,529.0964701,529,529,0.191156548,537.5938627,538,538,0.11327267,543.9589473,543,541,0.116197462,553.5812775,552,552,0.138746256,548.7741493,547,548,0.112773291
0.07,9,68,grid,207,65,40,pla,25,34,25,3.0,528.3064939,529,529,0.389988794,536.9835289,538,538,0.170522657,542.4667876,543,541,0.434386911,551.3668743,551,551,0.150012808,547.1818688,547,547,0.255039493
0.08,10,82,honeycomb,201,60,60,pla,0,100,31,1.4,528.512089,530,528,0.411708391,537.0671802,538,536,0.185715505,542.6854937,543,541,0.137459197,551.0498676,552,550,0.828503263,547.5549427,550,546,0.344174745
0.04,4,47,honeycomb,205,60,40,pla,0,167,12,1.3,532.6174781,529,529,0.98695323,538.7124675,538,536,0.209200871,546.0051118,544,543,0.263334904,553.2784432,555,552,0.446018383,551.6902913,559,549,0.974869426
0.18,7,88,honeycomb,221,65,120,abs,50,314,28,2.1,530.9704653,544,532,2.24300442,539.4246618,539,538,0.730876815,547.2982914,553,547,0.211336341,557.0743511,563,556,0.320494031,552.3613543,553,552,1.969623016
0.17,8,55,honeycomb,205,65,40,abs,25,242,31,2.4,533.2076963,541,532,0.549641297,539.8597694,540,538,0.695569551,547.9438848,550,546,0.483621089,557.6403036,559,556,0.817942421,553.296064,551,552,1.053085699
0.07,7,83,honeycomb,202,60,40,pla,0,90,25,1.7,529.0273235,530,529,0.521100675,537.3932387,538,536,0.333188724,543.9282333,545,543,0.385017212,552.7049845,552,553,0.948151693,548.7246067,547,549,1.303098702
0.05,9,81,grid,228,65,60,pla,75,36,27,1.5,528.4379512,529,529,1.062073367,537.1369594,538,539,0.306400698,543.1036259,543,542,0.118431643,551.3347468,551,551,0.241227641,547.8585612,547,548,0.267538241
0.18,9,44,honeycomb,200,65,60,pla,0,194,32,3.2,533.8464397,530,534,0.441097098,540.7546652,540,538,0.978400863,548.8836938,553,547,1.20810864,558.7772948,561,556,0.673746723,554.278434,551,552,1.151565566
0.07,8,44,grid,204,65,40,abs,50,123,18,0.7,530.8617347,534,529,1.303123675,538.3210812,539,536,0.821334155,545.7792361,548,543,0.306334985,555.7745591,564,552,1.634084738,551.0730076,556,549,1.813288562
0.03,7,83,grid,250,80,60,abs,100,57,7,0.7,528.286769,529,528,2.593733941,536.9322363,538,536,0.137150127,542.1496409,543,541,0.604586518,551.135347,552,550,0.400692054,546.9668445,547,546,1.312223672
0.03,10,38,grid,205,80,40,pla,100,26,21,2.0,528.2658641,529,528,0.19843365,536.9266916,538,536,0.121202867,542.1034995,543,542,0.120241036,550.7020046,551,550,0.17944849,546.7735709,547,546,0.112321776
0.06,9,65,grid,226,80,120,abs,100,105,15,1.4,531.9270922,529,530,0.34265534,538.5978675,538,538,0.114310239,545.8887667,544,545,0.121123118,553.1152226,551,554,0.157477779,551.2642399,549,550,0.137585473
0.04,10,90,grid,244,75,40,abs,75,51,32,1.0,528.2347337,529,528,0.413464152,536.9043928,538,539,0.116274769,541.8377519,543,541,0.113983605,550.5443268,551,550,0.179168106,546.5339192,547,546,0.131720989
0.08,7,90,honeycomb,247,75,60,abs,100,67,28,1.7,528.2753379,529,528,0.185770457,536.9935073,538,538,0.154160276,542.365076,543,542,0.114167765,550.6190262,551,550,0.129440262,547.0347691,547,547,0.149572858
0.13,9,74,honeycomb,200,60,40,pla,0,53,34,3.3,528.4129633,529,530,0.452713813,537.2278033,538,538,0.282171545,543.4265954,544,545,0.729005399,552.7952966,551,555,0.546793206,547.912944,547,551,0.401027823
0.03,9,68,grid,212,70,60,pla,75,40,14,1.7,528.2347892,529,528,0.272051175,536.9055861,538,536,0.205485733,541.8984608,543,542,0.273440859,550.5489883,551,551,0.190169354,546.5604594,547,547,0.660855875
0.04,4,12,grid,215,80,120,abs,100,99,9,0.6,528.5880172,529,529,0.558728947,537.1329346,538,536,0.21607819,543.1872434,544,542,0.274841989,552.4274465,552,551,0.142638576,547.9939281,547,547,0.491969755
0.18,8,44,honeycomb,246,75,40,abs,75,246,32,3.2,528.2354082,529,528,0.170687127,536.9196696,538,539,0.381145646,541.9919001,543,543,0.289127916,550.616682,551,551,0.112778203,546.624253,547,547,0.182430367
0.06,10,78,honeycomb,221,80,40,pla,100,35,28,2.2,528.2368656,529,528,0.218385034,536.9056974,538,536,0.113233468,541.8621813,543,541,0.11938599,550.6198313,551,550,0.113481944,546.5613932,547,546,0.109194426
0.2,5,85,grid,216,75,40,pla,75,351,18,1.5,528.5499289,544,529,0.571467012,537.2671511,538,538,0.837314061,543.855142,547,543,0.666727399,553.4503679,559,553,0.15436731,548.0587885,548,549,1.684503797
0.03,10,61,honeycomb,204,65,40,pla,25,37,24,1.8,528.5270862,529,528,2.282336395,536.9443379,538,536,0.159614324,542.1594823,543,541,0.390948996,551.204966,553,550,0.176682725,547.0453905,548,546,0.11168238
0.04,10,81,grid,203,60,40,pla,0,43,31,3.2,528.7396491,529,528,1.257654341,537.1369843,538,536,0.138182875,542.9535909,543,542,0.686553832,551.4903891,551,550,0.227800718,547.7904184,547,546,0.189127278
0.05,7,89,grid,235,80,40,abs,50,161,6,0.5,528.2367641,529,528,0.183422416,536.9059958,538,536,0.111000303,541.8652305,543,541,0.11460547,550.5828452,551,550,0.315424575,546.5693398,547,546,0.181466365
0.18,7,89,grid,201,80,60,pla,50,358,27,2.1,535.6570179,544,534,0.566772904,540.820793,539,538,1.106626902,548.9725774,554,547,1.711702102,557.50189,557,556,0.85956431,554.7292822,556,552,0.814040256
0.2,5,90,honeycomb,204,65,40,pla,25,328,28,2.9,530.0032889,547,533,0.411197351,538.6911431,539,538,1.065776313,547.0005606,555,547,1.135701217,552.9550788,551,556,0.676736092,551.0309759,549,552,1.606519091
0.19,9,89,honeycomb,242,75,40,pla,75,367,36,2.4,528.2446495,530,528,0.635323141,536.9923444,538,538,0.435074582,542.4993778,545,545,0.197746517,551.118004,551,553,0.2235674,546.9711145,547,549,0.228632363
0.2,7,61,grid,204,70,120,pla,25,368,28,2.8,529.6141165,536,532,0.195734953,538.3435523,538,538,0.926364835,546.1074915,548,547,0.550805369,554.7896212,554,556,0.22244794,550.1527519,548,552,0.712527041
0.16,9,87,honeycomb,213,60,120,pla,0,125,37,3.1,528.2377358,532,528,0.370018451,536.9556334,538,538,1.219875888,542.444825,547,543,0.883934578,550.6329199,551,552,0.937951155,546.8272742,547,549,1.169690254
0.2,10,87,honeycomb,211,80,60,pla,100,149,26,2.5,529.0697433,530,531,0.133874357,538.295136,539,538,0.438722275,545.5816146,549,545,0.231394451,552.1592472,551,556,0.343807405,549.8783186,549,552,0.142422669
0.11,10,82,grid,217,70,60,pla,50,95,35,2.4,528.2378644,530,528,0.410625159,536.9093517,538,539,0.16923235,541.9573851,543,541,0.122486516,550.9080813,551,550,0.123503466,546.5979041,547,546,0.138001101
0.07,7,43,honeycomb,208,70,40,abs,25,218,12,0.7,528.6098667,530,528,0.865049813,537.2211056,538,537,0.787418334,543.2917825,545,541,0.345899572,551.3645566,555,550,1.310014073,548.0765362,557,547,0.337157739
0.03,9,59,grid,215,65,40,pla,75,144,16,0.6,529.461198,529,528,2.874655163,537.2090074,538,536,0.244757518,542.849609,543,541,0.171563152,550.9118238,551,550,0.175517842,548.3090969,550,546,0.192659254
0.1,7,52,honeycomb,219,80,60,abs,100,246,19,1.2,529.4330626,529,529,1.737104029,537.5793752,538,536,0.728577435,544.4663084,546,545,0.579867907,554.1357239,559,552,0.560790779,549.1701343,550,549,0.726112483
0.16,10,13,grid,212,70,120,abs,50,194,19,2.4,533.9634999,539,530,1.188298126,539.6878205,538,539,0.524285157,547.4104356,547,546,1.03721096,558.0061324,567,554,0.164537134,553.1252376,560,551,0.745449531
0.06,6,88,honeycomb,200,75,40,pla,50,184,12,2.9,529.4691478,529,529,0.285699749,537.7917788,538,538,0.12313476,544.5796343,544,542,0.367025107,551.8515196,551,552,0.132152731,549.2321282,548,548,0.203004909
0.08,8,64,grid,231,75,40,abs,75,171,15,0.5,528.5018925,529,531,0.989665039,537.0518361,538,538,0.340374739,543.1498822,543,546,0.122383688,553.0811463,551,554,0.377519448,547.7702429,547,550,0.382595997
